episode,trace_episode,seed,fork_x_m,fork_y_m,fork_yaw_deg,spoon_x_m,spoon_y_m,spoon_yaw_deg,cam_high_fx,cam_high_fy,cam_high_cx,cam_high_cy,cam_high_pose_json,robot_qpos_json,robot_qvel_json,active_distractors_json,cam_high_sha256,cam_right_wrist_sha256
11,10,626610453,0.4140695631504059,0.164756640791893,-3.883797774858578,0.4760412871837616,-0.23657648265361786,-2.8342075199882864,637.7876586914062,651.2340698242188,320.54931640625,245.87710571289062,"[0.25704601407051086, 0.04938200116157532, 1.4596890211105347, -0.6924327611923218, -0.12181580811738968, 0.12393108010292053, 0.7002420425415039]","[0.07204623520374298, -0.0809171125292778, 0.06341464817523956, 0.014692015014588833, -0.11438154429197311, -0.14886757731437683, -0.6052879691123962, 0.37812185287475586, 0.3691456913948059, 0.3341484069824219, 0.6623166799545288, -0.37140965461730957, -2.3712782137863542e-07, -4.945221917296294e-06, -2.916293340149423e-08, -1.2824567647840013e-06]","[2.8209067750140093e-05, -1.1524363799253479e-05, 0.00026846755645237863, 0.00020943077106494457, -0.013065000995993614, -0.013868672773241997, 0.0216677226126194, -0.01759394258260727, -0.00034865899942815304, -0.0007398144225589931, -0.00012437642726581544, 6.275939995248336e-06, 0.00013478640175890177, 0.00013478640175890177, 2.7765809136326425e-05, 2.7765809136326425e-05]","[{""uid"": ""distractor_pool_003_standard_fork_scale"", ""pose_xyz_qwxyz"": [0.7671881914138794, 0.15530481934547424, 0.9101725816726685, -0.29072481393814087, 0.0, 0.0, 0.9568067193031311]}, {""uid"": ""distractor_pool_006_standard_spoon_a_rescale"", ""pose_xyz_qwxyz"": [0.9978469610214233, 0.21473219990730286, 0.893523097038269, 0.9748445749282837, -1.3969838619232178e-09, -4.5474724680305556e-11, 0.22288581728935242]}]",4086c3aa377d21dee7dda8f7b497f5088dfc791fef3523bf14f2c8280f27f957,75a9b4fa753eea091e407c657e5a97e7775446453adfac03779a56d6e63858fa
12,11,1650906866,0.5154830813407898,0.17978455126285553,18.063953115487312,0.42144134640693665,-0.2506517171859741,-4.8520384991171355,585.703857421875,571.1624755859375,320.54931640625,245.87710571289062,"[0.25704601407051086, 0.04938200116157532, 1.4596890211105347, -0.6924327611923218, -0.12181580811738968, 0.12393108010292053, 0.7002420425415039]","[0.15294001996517181, -0.09518828243017197, 0.04618794471025467, 1.2542197509901598e-05, -0.07896321266889572, -0.2377697378396988, -0.7420167326927185, 0.28706759214401245, 0.34435606002807617, 0.41511765122413635, 0.7771251797676086, -0.24026569724082947, -9.600441330803733e-08, -2.092615432047751e-06, -2.2509946973059414e-07, -5.384297764976509e-06]","[2.1365134671214037e-05, -9.06201694306219e-06, 0.0003653463500086218, -0.0009899017168208957, -0.012356240302324295, -0.013596130535006523, 0.021430879831314087, -0.01229460071772337, -0.00014201528392732143, -0.0006490849773399532, -4.2585965275065973e-05, -0.00010004801151808351, 6.154883158160374e-05, 6.154883885756135e-05, 0.00013231020420789719, 0.00013231020420789719]","[{""uid"": ""distractor_pool_002_standard_fork_b_rescale"", ""pose_xyz_qwxyz"": [0.7938082814216614, -0.26701632142066956, 0.9000865817070007, 0.3307895362377167, 2.431881398479163e-07, -7.887286557206608e-08, 0.9437045454978943]}, {""uid"": ""distractor_pool_008_standard_spoon_c_rescale"", ""pose_xyz_qwxyz"": [0.760222852230072, -0.18689198791980743, 0.8879461884498596, 0.8515803813934326, 8.5543859995596e-08, -1.416992461145128e-07, 0.5242241024971008]}]",43c02a2547d8da4f9e240a6ac969df428bc030956a5b6b9e97d16d5e36b2b7f5,45751a296fcada4689129fe0c197e14a6a567eb67d09698f84cbe7fad3d20de5
13,12,1879422756,0.5329124927520752,0.22305314242839813,-3.6401969776489103,0.40242844820022583,-0.291733056306839,-19.18778424250099,625.9396362304688,566.4232177734375,320.54931640625,245.87710571289062,"[0.25704601407051086, 0.04938200116157532, 1.4596890211105347, -0.6924327611923218, -0.12181580811738968, 0.12393108010292053, 0.7002420425415039]","[-0.07507873326539993, -0.07630451768636703, 0.042868416756391525, 0.03903670608997345, -0.1125563532114029, -0.17357005178928375, -0.14206865429878235, 0.4733744263648987, 0.2923131585121155, 0.37155845761299133, 0.10070070624351501, -0.43871259689331055, 2.5138291448456584e-07, 5.7256847867392935e-06, -2.348255776496444e-07, -5.608175342786126e-06]","[8.590543984610122e-06, -1.5511337551288307e-05, 0.00022373760293703526, 0.00015207078831735998, -0.015370634384453297, -0.013289561495184898, 0.013203179463744164, -0.01848633959889412, -0.00045426024007610977, -0.00059463398065418, 0.00019158168288413435, -8.287644595839083e-05, -0.00014378938067238778, -0.00014378936612047255, 0.00013531891454476863, 0.0001353188999928534]","[{""uid"": ""distractor_pool_001_standard_fork_a_rescale"", ""pose_xyz_qwxyz"": [0.9509570598602295, -8.7738037109375e-05, 0.9091465473175049, 0.4708291292190552, 0.0, 0.0, 0.882224440574646]}, {""uid"": ""distractor_pool_005_standard_spone6_translate"", ""pose_xyz_qwxyz"": [0.9851601123809814, 0.15271463990211487, 0.8995329737663269, 0.9976755380630493, 0.0, 0.0, 0.06814350932836533]}]",a8d09e58015f5568dab78cd4e3f42098622d9e032181d50aac9c733dc744404a,96be5ea466198fc4681543034ec14c4d722ebafe565305134b5aa78f8ae6a2a2
14,13,1277901399,0.4149759113788605,0.2507593035697937,41.907708748059946,0.446000874042511,-0.2264687567949295,-27.11754935219628,615.251220703125,646.0408325195312,320.54931640625,245.87710571289062,"[0.25704601407051086, 0.04938200116157532, 1.4596890211105347, -0.6924327611923218, -0.12181580811738968, 0.12393108010292053, 0.7002420425415039]","[-0.2163040190935135, 0.2258792221546173, 0.09448528289794922, 0.035370394587516785, -0.051711585372686386, -0.14840418100357056, 0.39266136288642883, -0.43587276339530945, 0.26958292722702026, 0.35435593128204346, -0.387466162443161, 0.45155248045921326, -1.9238369475260697e-07, -4.705664196080761e-06, -7.233266785533488e-08, -1.5728725202279747e-06]","[3.236992824895424e-06, 2.200058224843815e-05, 0.0003449363575782627, 0.00019158249779138714, -0.014080800116062164, -0.013794684782624245, -0.019955003634095192, 0.021668998524546623, -0.0006425517494790256, -0.000313429074594751, -9.265377593692392e-05, -7.285134779522195e-05, 0.00011527325114002451, 0.00011527325114002451, 4.767769860336557e-05, 4.767769860336557e-05]","[{""uid"": ""distractor_pool_002_standard_fork_b_rescale"", ""pose_xyz_qwxyz"": [0.8791625499725342, -0.2388472557067871, 0.8910863399505615, 0.5326207876205444, 0.0, 0.0, -0.8463541269302368]}, {""uid"": ""distractor_pool_004_standard_spone6_center"", ""pose_xyz_qwxyz"": [0.9613031148910522, -0.296653687953949, 0.9167534112930298, 0.8054661154747009, 0.0, 0.0, -0.5926418900489807]}]",fee4541bd4e7f569a96eaa371ce448a3c0699b199cf859c1f91b47aa8fcd78dc,350849d260b7d9e6c1cf1ec3d213f272f3914c4977ea7c32ec09832c83f10f39
15,14,1682652230,0.6218019127845764,0.26905226707458496,25.43334737362604,0.6253469586372375,-0.1702597588300705,-39.17124414808742,603.1636962890625,563.4215698242188,320.54931640625,245.87710571289062,"[0.25704601407051086, 0.04938200116157532, 1.4596890211105347, -0.6924327611923218, -0.12181580811738968, 0.12393108010292053, 0.7002420425415039]","[-0.010171758010983467, 0.016093077138066292, 9.526617759547662e-06, 0.09998202323913574, -0.09009653329849243, -0.18089085817337036, -0.15478326380252838, 0.22734469175338745, 0.3395845890045166, 0.35215187072753906, 0.1333194524049759, -0.20227396488189697, 1.2854712849730277e-07, 2.8380586627463344e-06, -2.2481756900560868e-07, -5.267438154987758e-06]","[1.4739453945367131e-05, -1.6025921922846464e-06, -0.0007710662903264165, -1.2120342034904752e-05, -0.014933520928025246, -0.014361366629600525, 0.01203065738081932, -0.01096379105001688, -0.00048454117495566607, -0.0006714740302413702, 6.985592335695401e-05, -0.00012381715350784361, -6.937399302842095e-05, -6.937400030437857e-05, 0.00013046219828538597, 0.00013046219828538597]","[{""uid"": ""distractor_pool_002_standard_fork_b_rescale"", ""pose_xyz_qwxyz"": [0.9335517287254333, -0.23394180834293365, 0.889703094959259, 0.9789482355117798, -1.3038517820973539e-08, 4.9476516217339395e-09, -0.20410867035388947]}, {""uid"": ""distractor_pool_006_standard_spoon_a_rescale"", ""pose_xyz_qwxyz"": [0.9618467092514038, -0.019926011562347412, 0.903957188129425, 0.3246918320655823, 0.0, 0.0, 0.9458198547363281]}]",49890dc0d449631458ef09205875511dcda5a3683c3a729dff313dc1660c3986,270f21ca1c9bbe26808b91e7d3e1d6c60363bb47dc84dc162c7c57f6c626de8b
16,15,243580376,0.4415057897567749,0.22701053321361542,10.729816035829035,0.5285126566886902,-0.1923043578863144,40.53887639616973,621.5990600585938,581.1583251953125,320.54931640625,245.87710571289062,"[0.25704601407051086, 0.04938200116157532, 1.4596890211105347, -0.6924327611923218, -0.12181580811738968, 0.12393108010292053, 0.7002420425415039]","[-0.09538033604621887, 0.12889017164707184, 1.1131067367387004e-05, 0.008577034808695316, -0.15539979934692383, -0.16322769224643707, -0.07929721474647522, -0.2678215801715851, 0.3501182496547699, 0.4314430356025696, 0.1488744169473648, 0.2746608555316925, -4.4709520352625987e-07, -9.802611202758271e-06, -3.482909249896693e-08, -1.0358633062423905e-06]","[1.0418305464554578e-05, 2.1039424609625712e-05, -0.0008944811997935176, 0.00024669786216691136, -0.014810397289693356, -0.013706081546843052, 0.005720982328057289, 0.013335073366761208, -0.0006781911361031234, -0.00047495990293100476, -0.00032164284493774176, -5.119080014992505e-05, 0.0002502723364159465, 0.0002502723364159465, 3.2938754884526134e-05, 3.293875852250494e-05]","[{""uid"": ""distractor_pool_003_standard_fork_scale"", ""pose_xyz_qwxyz"": [0.9860521554946899, 0.0601520836353302, 0.913635790348053, 0.9796130657196045, 0.0, 0.0, -0.20089375972747803]}, {""uid"": ""distractor_pool_009_standard_spoon_d_rescale"", ""pose_xyz_qwxyz"": [0.8688502311706543, 0.14108654856681824, 0.9117781519889832, -0.1899271309375763, 0.0, 0.0, 0.9817981719970703]}]",e69b42845f060da06886c4f3b4df78856e8e68d9951425334564a0ef0991296b,fce59234b79fff45688c9bbb9946103e8583eae036fb4c957a5c5fee6b6eeb61
17,16,1991416408,0.41729483008384705,0.26855966448783875,33.3898100387675,0.5492298007011414,-0.19310660660266876,-12.719922073899616,593.8900146484375,611.4083862304688,320.54931640625,245.87710571289062,"[0.25704601407051086, 0.04938200116157532, 1.4596890211105347, -0.6924327611923218, -0.12181580811738968, 0.12393108010292053, 0.7002420425415039]","[0.14964216947555542, 0.13915479183197021, 0.0950225219130516, 0.06376608461141586, -0.11483321338891983, -0.14975111186504364, -0.7394033670425415, -0.3666306734085083, 0.30599886178970337, 0.388712078332901, 0.7278053164482117, 0.29284125566482544, 2.410594959201262e-07, 5.414284714788664e-06, 4.909758217763738e-07, 1.1324044862703886e-05]","[1.3716818102693651e-05, 1.77117544808425e-05, 0.00015443017764482647, 0.00016692992358002812, -0.012035396881401539, -0.01385654229670763, 0.02323055826127529, 0.019240640103816986, 0.0001727922062855214, -9.873756789602339e-05, 8.08234399301e-05, 0.000266017101239413, -0.00012983824126422405, -0.00012983822671230882, -0.00028060603654012084, -0.00028060603654012084]","[{""uid"": ""distractor_pool_003_standard_fork_scale"", ""pose_xyz_qwxyz"": [0.781891942024231, 0.0822131410241127, 0.8976724147796631, -0.44714537262916565, -7.757623212141802e-18, 3.001332515850663e-10, 0.8944613337516785]}, {""uid"": ""distractor_pool_010_standard_spoon_e_rescale"", ""pose_xyz_qwxyz"": [0.9259132146835327, 0.24468013644218445, 0.8909928202629089, 0.6169354319572449, 0.0, 0.0, 0.787013828754425]}]",0950751957338c2f46e4d78aebd073d4b1ae670a1882fa5880f8bdb4e216a21b,5987b0795324b187a985437ca5359856fc9e232f34494378cee4f5a45e08e295
18,17,1171049868,0.589458167552948,0.28653132915496826,-36.86062461613287,0.621238112449646,-0.2822578251361847,-5.98842274270739,631.4554443359375,585.5496826171875,320.54931640625,245.87710571289062,"[0.25704601407051086, 0.04938200116157532, 1.4596890211105347, -0.6924327611923218, -0.12181580811738968, 0.12393108010292053, 0.7002420425415039]","[0.025460530072450638, -0.028024038299918175, 1.0839715287147556e-05, 0.0004574875929392874, -0.13278232514858246, -0.1778922826051712, -0.26278623938560486, 0.17095406353473663, 0.21796678006649017, 0.3117406666278839, 0.3248348534107208, -0.21309897303581238, -3.938723978080816e-07, -8.626790076959878e-06, 2.353669259491653e-07, 5.714472536055837e-06]","[1.1946168342547026e-05, -5.06684955325909e-06, -0.0008788547129370272, 0.00013570336159318686, -0.015159145928919315, -0.014824774116277695, 0.02057645097374916, -0.007949884980916977, -0.0005667455261573195, -0.0008500594412907958, -0.0003632334410212934, 0.00021889826166443527, 0.00022010684187989682, 0.0002201068273279816, -0.00014739127072971314, -0.00014739128528162837]","[{""uid"": ""distractor_pool_004_standard_spone6_center"", ""pose_xyz_qwxyz"": [0.8782407641410828, 0.1417410671710968, 0.9064902663230896, 0.8950866460800171, 0.0, 0.0, 0.44589224457740784]}, {""uid"": ""distractor_pool_005_standard_spone6_translate"", ""pose_xyz_qwxyz"": [0.8859720230102539, -0.03586819767951965, 0.9097824692726135, -0.09235096722841263, 0.0, 0.0, 0.9957265257835388]}]",3b86007703788feb475b258d9ca46f48e448c124bcf97787ef93093cca56e5a6,c00924a48c2ac3d5a536aa5d4efac01f07a9d448f7a7868c89d3cf85783472c3
19,18,1646868794,0.45580723881721497,0.19602656364440918,-35.36436490117012,0.5031480193138123,-0.2861867845058441,-0.8816473977841965,618.9264526367188,600.3628540039062,320.54931640625,245.87710571289062,"[0.25704601407051086, 0.04938200116157532, 1.4596890211105347, -0.6924327611923218, -0.12181580811738968, 0.12393108010292053, 0.7002420425415039]","[-0.30422651767730713, 0.021619079634547234, 0.056643083691596985, 0.06058724597096443, -0.09241786599159241, -0.17276901006698608, 0.75943922996521, -0.01739981397986412, 0.3374326825141907, 0.32181426882743835, -0.7516099810600281, 0.013185926713049412, -1.7056176204732765e-07, -4.458071998669766e-06, -6.701552646148912e-10, 2.2465140148142382e-07]","[-3.056643981835805e-05, 7.2491998253099155e-06, 0.00031801400473341346, 4.5920176489744335e-05, -0.011914443224668503, -0.015116482973098755, -0.018169939517974854, 0.003483118722215295, -0.0005364270764403045, -0.0006435714312829077, -3.421650762902573e-05, 6.413524261006387e-06, 0.0001062372321030125, 0.0001062372321030125, -5.376802164391847e-06, -5.376802164391847e-06]","[{""uid"": ""distractor_pool_001_standard_fork_a_rescale"", ""pose_xyz_qwxyz"": [0.940101146697998, 0.22742196917533875, 0.9109798669815063, 0.9489160180091858, 0.0, 0.0, 0.3155287206172943]}, {""uid"": ""distractor_pool_007_standard_spoon_b_rescale"", ""pose_xyz_qwxyz"": [0.7142032980918884, 0.2804449498653412, 0.9145127534866333, 0.8907057642936707, 0.0, 0.0, 0.4545803368091583]}]",1e75368114e70d1b28661010d0182511591ad74901edc991aac6ec816ba91296,1661cc73e301c91bd80d6c6b664f5bcfbd8dbbc2c79f9f5003be9093c6bf00f0
20,19,2051556033,0.4730840027332306,0.16109678149223328,9.838935988272492,0.5767244696617126,-0.2545655369758606,31.895371891180478,655.0841064453125,616.5944213867188,320.54931640625,245.87710571289062,"[0.25704601407051086, 0.04938200116157532, 1.4596890211105347, -0.6924327611923218, -0.12181580811738968, 0.12393108010292053, 0.7002420425415039]","[0.21467502415180206, 0.04582774266600609, 0.08765770494937897, 1.288007388211554e-05, -0.13257107138633728, -0.23834465444087982, -0.8670994639396667, -0.11948800832033157, 0.31353500485420227, 0.3570028841495514, 0.9096461534500122, 0.11051642894744873, -1.4788463431614218e-07, -3.273654328950215e-06, 1.0418514939658508e-08, 3.7012850384599005e-07]","[1.7404448954039253e-05, 1.1370841093594208e-05, 0.00012770706962328404, -0.001030149171128869, -0.01133929006755352, -0.014549965038895607, 0.01846073567867279, 0.009094825014472008, -0.00017162496806122363, -0.0005554743693210185, -5.6149343436118215e-05, -9.786735972738825e-07, 8.985405293060467e-05, 8.985404565464705e-05, -7.3136411629093345e-06, -7.3136411629093345e-06]","[{""uid"": ""distractor_pool_001_standard_fork_a_rescale"", ""pose_xyz_qwxyz"": [0.9155609607696533, 0.02137702703475952, 0.8982760906219482, -0.0870450884103775, 8.706664279331295e-19, -7.639755494892597e-11, 0.9962043762207031]}, {""uid"": ""distractor_pool_006_standard_spoon_a_rescale"", ""pose_xyz_qwxyz"": [0.8243645429611206, 0.18713364005088806, 0.9169195294380188, -0.15725187957286835, 0.0, 0.0, 0.9875585436820984]}]",2e3e8d792e2602a9ae751fd80e5ac21a8b28562b0b5a991c1c53b4f7f18936eb,867fbef09cb63c5873fb345428707e06325606e5584ab9213a039360b7599903
